regiao,uf,cidade,sexo,faixa_etaria,ano_abertura,mes_abertura,data_abertura,data_resposta,tempo_resposta,nome_fantasia,segmento_de_mercado,area,assunto,grupo_problema,problema,como_comprou_contratou,procurou_empresa,respondida,situacao,avaliacao_reclamacao,nota_do_consumidor,resolvida,contexto_ia,resumo_ia,categoria_ia,sentimento_ia,urgencia_ia
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2023,7,2023-07-04,2023-07-11,7.0,Bradescard,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,"Cobrança submetendo a ofensa, constrangimento ou ameaça",Loja física,S,S,Finalizada avaliada,Não Resolvida,1.0,1,"Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Cobrança submetendo a ofensa, constrangimento ou ameaça | Grupo: Cobrança / Contestação",Cobrança agressiva com ameaças.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 51 a 60 anos,2023,3,2023-03-10,2023-04-03,10.0,iFood,Empresas de Intermediação de Serviços / Negócios,Demais Serviços ,Serviços de entrega / delivery,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Demais Serviços  | Assunto: Serviços de entrega / delivery | Problema: Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores | Grupo: Cobrança / Contestação,Atrás de devolução de valor pago.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2024,6,2024-06-04,,,Banco Daycoval,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Conta corrente / Salário / Poupança /Conta Aposentadoria,Cobrança / Contestação,Negativação indevida (não cumprimento de acordo de parcelamento),Internet,N,N,Cancelada,,,0,Área: Serviços Financeiros | Assunto: Conta corrente / Salário / Poupança /Conta Aposentadoria | Problema: Negativação indevida (não cumprimento de acordo de parcelamento) | Grupo: Cobrança / Contestação,Não foi cumprido o acordo de parcelamento.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2025,5,2025-05-22,2025-05-29,7.0,Livelo,Programas de Fidelidade,Demais Serviços ,"Programas de Fidelidade / Benefícios (pontos, milhagem etc)",Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Demais Serviços  | Assunto: Programas de Fidelidade / Benefícios (pontos, milhagem etc) | Problema: Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa | Grupo: Contrato / Oferta",A empresa não cumpriu a oferta de programas de fidelidade.,Venda Enganosa,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2023,9,2023-09-11,2023-09-13,2.0,Hurb - Hotel Urbano,"Viagens, Turismo e Hospedagem",Turismo/Viagens,Pacote / excursão / agência de turismo,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Turismo/Viagens | Assunto: Pacote / excursão / agência de turismo | Problema: Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo | Grupo: Cobrança / Contestação,Cobrança por serviço não fornecido ou fora do prazo.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,10,2023-10-13,2023-10-18,5.0,Cartões Renner (Realize CFI),"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Renegociação / parcelamento de dívida,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Renegociação / parcelamento de dívida | Grupo: Cobrança / Contestação,Dívida não paga com opção de renegociação.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2025,4,2025-04-28,2025-05-08,10.0,Centauro,"Vestuário, Calçados e Acessórios",Demais Produtos,"Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc)",Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Demais Produtos | Assunto: Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc) | Problema: Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores | Grupo: Cobrança / Contestação",Atrás de devolução de valor pago.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2024,1,2024-01-18,2024-01-19,1.0,Latam Airlines (Tam),Transporte Aéreo,Transportes,Aéreo,Atendimento / SAC,Má qualidade no atendimento presencial ou outros canais (exceto SAC),Internet,S,S,Finalizada avaliada,Não Resolvida,1.0,1,Área: Transportes | Assunto: Aéreo | Problema: Má qualidade no atendimento presencial ou outros canais (exceto SAC) | Grupo: Atendimento / SAC,Problema de má qualidade no atendimento presencial ou outros canais.,Atendimento,Negativo,Baixa
S ,RS,Porto Alegre,F,mais de 70 anos,2025,4,2025-04-07,2025-04-10,3.0,Banco Pan ,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Financiamentos de Veículos / Leasing,Cobrança / Contestação,"Cobrança submetendo a ofensa, constrangimento ou ameaça",Loja física,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Serviços Financeiros | Assunto: Financiamentos de Veículos / Leasing | Problema: Cobrança submetendo a ofensa, constrangimento ou ameaça | Grupo: Cobrança / Contestação",Cliente está sendo cobrado por uma dívida de financiamento de veículo com ameaça de ofensa.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2023,11,2023-11-08,2023-11-09,1.0,Hurb - Hotel Urbano,"Viagens, Turismo e Hospedagem",Turismo/Viagens,Pacote / excursão / agência de turismo,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,SMS / Mensagem de texto,S,S,Finalizada avaliada,Não Resolvida,1.0,1,Área: Turismo/Viagens | Assunto: Pacote / excursão / agência de turismo | Problema: Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores | Grupo: Cobrança / Contestação,Atrás de pagamento de pacote de viagem.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,M,entre 41 a 50 anos,2023,6,2023-06-01,2023-06-09,8.0,Caixa Econômica Federal,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos),Cobrança / Contestação,Renegociação / parcelamento de dívida,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos) | Problema: Renegociação / parcelamento de dívida | Grupo: Cobrança / Contestação,Dívida não foi renegociada adequadamente.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2025,3,2025-03-07,2025-03-17,10.0,Localiza Rent a Car,Aluguel de Carros,Demais Serviços ,"Locação/ Aluguel - carros, roupas etc (exceto habitação)",Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Loja física,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Demais Serviços  | Assunto: Locação/ Aluguel - carros, roupas etc (exceto habitação) | Problema: Cobrança de tarifas, taxas, valores não previstos / não informados | Grupo: Cobrança / Contestação",Cliente reclama sobre cobrança de tarifas e taxas não previstas.,Cobrança,Negativo,Baixa
S ,RS,Porto Alegre,M,entre 51 a 60 anos,2024,2,2024-02-23,2024-02-26,3.0,Livelo,Programas de Fidelidade,Demais Serviços ,"Programas de Fidelidade / Benefícios (pontos, milhagem etc)",Atendimento / SAC,Dificuldade de contato / demora no atendimento,Internet,S,S,Finalizada avaliada,Não Resolvida,1.0,1,"Área: Demais Serviços  | Assunto: Programas de Fidelidade / Benefícios (pontos, milhagem etc) | Problema: Dificuldade de contato / demora no atendimento | Grupo: Atendimento / SAC",Dificuldade de contato com o programa de fidelidade.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 41 a 50 anos,2025,4,2025-04-16,2025-04-23,7.0,Casasbahia.com,Comércio Eletrônico,Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Cobrança por serviço/produto não contratado / não reconhecido / não solicitado | Grupo: Cobrança / Contestação,O cliente reclama sobre cobrança indevida por serviços ou produtos não contratados.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,F,entre 21 a 30 anos,2023,11,2023-11-15,2023-11-23,8.0,Nubank,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos),Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos) | Problema: Cobrança indevida / abusiva para alterar ou cancelar o contrato | Grupo: Cobrança / Contestação,Cliente reclama cobrança indevida e abusiva para alterar ou cancelar contrato de crédito.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 51 a 60 anos,2023,5,2023-05-04,2023-05-11,7.0,Aspecir Previdência,"Seguros, Capitalização e Previdência",Serviços Financeiros,Crédito Consignado (para servidores públicos ou trabalhadores do setor privado),Contrato / Oferta,Não entrega do contrato ou documentação relacionada ao serviço,Telefone,N,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Crédito Consignado (para servidores públicos ou trabalhadores do setor privado) | Problema: Não entrega do contrato ou documentação relacionada ao serviço | Grupo: Contrato / Oferta,Não foi entregue o contrato de crédito consignado.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 41 a 50 anos,2023,10,2023-10-20,2023-10-30,10.0,Mercado Pago,Empresas de Pagamento Eletrônico,Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Atendimento / SAC,SAC - Dificuldade de contato / acesso,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: SAC - Dificuldade de contato / acesso | Grupo: Atendimento / SAC,Dificuldade de contato com o SAC do cartão de crédito.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2025,3,2025-03-20,2025-03-28,8.0,Claro Celular,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Contrato / Oferta,Dificuldade para rescindir o contrato / cancelar o serviço,Internet,S,S,Finalizada avaliada,Resolvida,5.0,1,Área: Telecomunicações | Assunto: Internet Fixa | Problema: Dificuldade para rescindir o contrato / cancelar o serviço | Grupo: Contrato / Oferta,Dificuldade para rescindir o contrato de internet fixa.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,11,2023-11-07,2023-11-17,10.0,BrasilCard,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Atendimento / SAC,Dificuldade de contato / acesso a outros canais (exceto SAC),Loja física,S,S,Finalizada avaliada,Resolvida,5.0,1,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Dificuldade de contato / acesso a outros canais (exceto SAC) | Grupo: Atendimento / SAC,Dificuldade em entrar em contato com o SAC do cartão.,Atendimento,Negativo,Baixa
S ,RS,Porto Alegre,F,mais de 70 anos,2024,2,2024-02-26,2024-02-29,3.0,Caixa Vida e Previdência,"Seguros, Capitalização e Previdência",Serviços Financeiros,Seguro Prestamista,Contrato / Oferta,Não entrega do contrato ou documentação relacionada ao serviço,Telefone,S,S,Finalizada avaliada,Não Resolvida,1.0,1,Área: Serviços Financeiros | Assunto: Seguro Prestamista | Problema: Não entrega do contrato ou documentação relacionada ao serviço | Grupo: Contrato / Oferta,Não foi entregue o contrato ou documentação relacionada ao seguro prestamista.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 61 a 70 anos,2024,12,2024-12-11,2024-12-20,9.0,Banco Bmg,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: SAC - Demanda não resolvida / não respondida / respondida após o prazo | Grupo: Atendimento / SAC,Demanda de atendimento não resolvida no SAC.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 61 a 70 anos,2025,1,2025-01-08,,,Alitalia,Transporte Aéreo,Transportes,Aéreo,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Internet,S,N,Finalizada não avaliada,Não Avaliada,,0,Área: Transportes | Assunto: Aéreo | Problema: Cobrança por serviço/produto não contratado / não reconhecido / não solicitado | Grupo: Cobrança / Contestação,Cobrança irregular por serviços aéreos não contratados.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,M,entre 41 a 50 anos,2023,1,2023-01-31,2023-02-10,10.0,Sem Parar,Empresas de Pagamento Eletrônico,Serviços Financeiros,Serviço de pagamento online/ via celular/ maquininha,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,S,S,Finalizada avaliada,Resolvida,4.0,1,Área: Serviços Financeiros | Assunto: Serviço de pagamento online/ via celular/ maquininha | Problema: Cobrança indevida / abusiva para alterar ou cancelar o contrato | Grupo: Cobrança / Contestação,Cobrança indevida e abusiva por alterações ou cancelamento de contrato.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,3,2023-03-27,2023-03-30,3.0,Caixa Econômica Federal,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Renegociação / parcelamento de dívida,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Renegociação / parcelamento de dívida | Grupo: Cobrança / Contestação,Dívida não paga com opção de renegociação.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,M,entre 51 a 60 anos,2023,2,2023-02-03,2023-02-13,10.0,Caixa Econômica Federal,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos),Atendimento / SAC,SAC - Dificuldade para cancelar o serviço,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos) | Problema: SAC - Dificuldade para cancelar o serviço | Grupo: Atendimento / SAC,"Tentei cancelar um crédito pessoal, mas não consegui.",Atendimento,Negativo,Baixa
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2025,5,2025-05-07,,,Banco Pan ,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Financiamentos de Veículos / Leasing,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Internet,S,N,Cancelada,,,0,"Área: Serviços Financeiros | Assunto: Financiamentos de Veículos / Leasing | Problema: Cobrança de tarifas, taxas, valores não previstos / não informados | Grupo: Cobrança / Contestação",Cliente reclama sobre cobrança de tarifas e taxas não previstas no financiamento de veículos.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2024,11,2024-11-13,2024-11-15,2.0,Bradesco Cartões,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Loja física,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Cobrança de tarifas, taxas, valores não previstos / não informados | Grupo: Cobrança / Contestação",O cliente está sendo cobrado por tarifas e taxas não previstas em seu cartão de crédito.,Cobrança,Negativo,Media
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,11,2023-11-18,2023-11-28,10.0,PicPay,Empresas de Pagamento Eletrônico,Serviços Financeiros,Serviço de pagamento online/ via celular/ maquininha,Atendimento / SAC,Dificuldade de contato / demora no atendimento,Internet,S,S,Finalizada avaliada,Resolvida,1.0,1,Área: Serviços Financeiros | Assunto: Serviço de pagamento online/ via celular/ maquininha | Problema: Dificuldade de contato / demora no atendimento | Grupo: Atendimento / SAC,Dificuldade de contato com o serviço de pagamento online.,Atendimento,Negativo,Alta
